scope,technology,series,scenario,identifiers,metric,year,value,unit,dollar_year,source_type,source_file,source_url,source_years,sources,method,atb_year
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},capcost,2022,2524.1,USD/kW,2022,atb,atb_2024_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 64432"",""dollar_year"":2022},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. Converted with the ReEDS deflator.,2024
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},fom,2020,60.292123252939014,USD/kW-yr,2022,atb,atb_2022_workbook.xlsx | deflator.csv,https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2020],"[{""file"":""atb_2022_workbook.xlsx"",""url"":""https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx"",""sha256"":""5ad5e47373f0dea32991d5828831bb407550397f1956abda6870e6786134b87e"",""format"":""workbook"",""location"":""Natural Gas_FE!M190"",""dollar_year"":2020},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2022 Moderate base-year estimate; year=release-2. H-frame maps to 2x1 per ATB 2022 workbook Natural Gas_FE!K18 and https://atb.nlr.gov/electricity/2022/fossil_energy_technologies; the separate 1x1 design was introduced in ATB 2024. Converted with the ReEDS deflator.,2022
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},fom,2021,64.0440000587771,USD/kW-yr,2022,atb,atb_2023_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 145414"",""dollar_year"":2021},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market.  H-frame maps to 2x1 per ATB 2023 workbook Natural Gas_FE!K16 and https://atb.nlr.gov/electricity/2023/fossil_energy_technologies; the separate 1x1 design was introduced in ATB 2024. Converted with the ReEDS deflator.,2023
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},fom,2022,65.8,USD/kW-yr,2022,atb,atb_2024_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 64801"",""dollar_year"":2022},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. Converted with the ReEDS deflator.,2024
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},heatrate,2020,7.007,MMBtu/MWh,,atb,atb_2022_workbook.xlsx,https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx,[2020],"[{""file"":""atb_2022_workbook.xlsx"",""url"":""https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx"",""sha256"":""5ad5e47373f0dea32991d5828831bb407550397f1956abda6870e6786134b87e"",""format"":""workbook"",""location"":""Natural Gas_FE!M98"",""dollar_year"":2020}]",ATB 2022 Moderate base-year estimate; year=release-2. H-frame maps to 2x1 per ATB 2022 workbook Natural Gas_FE!K18 and https://atb.nlr.gov/electricity/2022/fossil_energy_technologies; the separate 1x1 design was introduced in ATB 2024.,2022
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},heatrate,2021,7.007,MMBtu/MWh,,atb,atb_2023_flat_file.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 154418"",""dollar_year"":2021}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market.  H-frame maps to 2x1 per ATB 2023 workbook Natural Gas_FE!K16 and https://atb.nlr.gov/electricity/2023/fossil_energy_technologies; the separate 1x1 design was introduced in ATB 2024.,2023
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},heatrate,2022,7.007,MMBtu/MWh,,atb,atb_2024_flat_file.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 64191"",""dollar_year"":2022}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank.,2024
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},vom,2020,4.624808404060776,USD/MWh,2022,atb,atb_2022_workbook.xlsx | deflator.csv,https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2020],"[{""file"":""atb_2022_workbook.xlsx"",""url"":""https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx"",""sha256"":""5ad5e47373f0dea32991d5828831bb407550397f1956abda6870e6786134b87e"",""format"":""workbook"",""location"":""Natural Gas_FE!M213"",""dollar_year"":2020},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2022 Moderate base-year estimate; year=release-2. H-frame maps to 2x1 per ATB 2022 workbook Natural Gas_FE!K18 and https://atb.nlr.gov/electricity/2022/fossil_energy_technologies; the separate 1x1 design was introduced in ATB 2024. Converted with the ReEDS deflator.,2022
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},vom,2021,4.752000004361202,USD/MWh,2022,atb,atb_2023_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 183976"",""dollar_year"":2021},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market.  H-frame maps to 2x1 per ATB 2023 workbook Natural Gas_FE!K16 and https://atb.nlr.gov/electricity/2023/fossil_energy_technologies; the separate 1x1 design was introduced in ATB 2024. Converted with the ReEDS deflator.,2023
reeds,gas-ccs,Gas-CC_H_2x1-CCS_mod,Moderate,{},vom,2022,4.86,USD/MWh,2022,atb,atb_2024_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 65012"",""dollar_year"":2022},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. Converted with the ReEDS deflator.,2024
reeds,nuclear,Nuclear,Moderate,{},capcost,2013,7005.99355389471,USD/kW,2022,atb,atb_2015_workbook.xlsm | deflator.csv,https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2013],"[{""file"":""atb_2015_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm"",""sha256"":""1f5e9a1d81f766d8c0a4e320dba9c27953321df5321ae3d04a854a23f7ca48df"",""format"":""workbook"",""location"":""Conventional - Nuclear!L32"",""dollar_year"":2013},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2015 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2015
reeds,nuclear,Nuclear,Moderate,{},capcost,2014,6775.318458451455,USD/kW,2022,atb,atb_2016_workbook.xlsm | deflator.csv,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Conventional - Nuclear!L32"",""dollar_year"":2014},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2016 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2016
reeds,nuclear,Nuclear,Moderate,{},capcost,2015,6804.019370145887,USD/kW,2022,atb,atb_2017_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Nuclear!L32"",""dollar_year"":2015},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2017 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2017
reeds,nuclear,Nuclear,Moderate,{},capcost,2016,6896.562430305406,USD/kW,2022,atb,atb_2018_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Nuclear!L32"",""dollar_year"":2016},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2018 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2018
reeds,nuclear,Nuclear,Moderate,{},capcost,2017,7395.550128309372,USD/kW,2022,atb,atb_2019_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Nuclear!L32"",""dollar_year"":2017},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2019 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2019
reeds,nuclear,Nuclear,Moderate,{},capcost,2018,7134.861013401832,USD/kW,2022,atb,atb_2020_workbook.xlsm | deflator.csv,https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2018],"[{""file"":""atb_2020_workbook.xlsm"",""url"":""https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm"",""sha256"":""2fc2ccf72853304e45803959c77d82806debe8b686eec294838a7ac5219a7a13"",""format"":""workbook"",""location"":""Nuclear!L32"",""dollar_year"":2018},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2020 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2020
reeds,nuclear,Nuclear,Moderate,{},capcost,2019,7206.138948621404,USD/kW,2022,atb,atb_2021_workbook.xlsm | deflator.csv,https://data.openei.org/files/4129/2021-ATB-Data_Master_new.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2019],"[{""file"":""atb_2021_workbook.xlsm"",""url"":""https://data.openei.org/files/4129/2021-ATB-Data_Master_new.xlsm"",""sha256"":""211bc492df941a58acac912edea27c2ac2abf6d74fb2a24355fda6660c055632"",""format"":""workbook"",""location"":""Nuclear!L126"",""dollar_year"":2019},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2021 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2021
reeds,nuclear,Nuclear,Moderate,{},capcost,2020,7172.20461450744,USD/kW,2022,atb,atb_2022_workbook.xlsx | deflator.csv,https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2020],"[{""file"":""atb_2022_workbook.xlsx"",""url"":""https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx"",""sha256"":""5ad5e47373f0dea32991d5828831bb407550397f1956abda6870e6786134b87e"",""format"":""workbook"",""location"":""Nuclear!M98"",""dollar_year"":2020},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2022 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2022
reeds,nuclear,Nuclear,Moderate,{},capcost,2021,8065.0936517944,USD/kW,2022,atb,atb_2023_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 176716"",""dollar_year"":2021},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market. Converted with the ReEDS deflator.,2023
reeds,nuclear,Nuclear,Moderate,{},cf_improvement,2013,0.901,fraction,,atb,atb_2015_workbook.xlsm,https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm,[2013],"[{""file"":""atb_2015_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm"",""sha256"":""1f5e9a1d81f766d8c0a4e320dba9c27953321df5321ae3d04a854a23f7ca48df"",""format"":""workbook"",""location"":""Conventional - Nuclear!L12"",""dollar_year"":2013}]",ATB 2015 Moderate base-year estimate; year=release-2.,2015
